FIELD1,ds,yhat_lower,yhat_upper,yhat
4334,2007-06-15,9961.962601377685,18470.663009694083,14178.913120951556
4335,2007-06-18,9949.962829793432,18304.221700050948,14186.52712288417
4336,2007-06-19,10268.591226757178,18348.705248843144,14190.07135141889
4337,2007-06-20,10053.013238035888,18504.587275322032,14176.1116547232
4338,2007-06-21,10272.352213570975,18413.426536562056,14197.9414795843
4339,2007-06-22,9790.953737238036,18508.875113998703,14158.594711564952
4340,2007-06-25,9816.108154842159,18571.01498697426,14187.344531131112
4341,2007-06-26,10032.42607087771,18214.99418285028,14199.448809482477
4342,2007-06-27,9875.796946867667,18401.47039859784,14194.578236506748
4343,2007-06-28,10068.392496543674,18275.805816189153,14225.87870194058
4344,2007-06-29,9964.634040081999,18194.815136357378,14196.233437113948
4345,2007-07-02,10238.103979057876,18422.01841077441,14253.97879032483
4346,2007-07-03,9674.698322761074,18349.023347473874,14275.236667950634
4347,2007-07-04,10266.594843277626,18368.43356978432,14279.046217455701
4348,2007-07-05,10270.334624791398,18398.922989324146,14318.439159336021
4349,2007-07-06,10186.313620363071,18478.20125485324,14296.197980786246
4350,2007-07-09,10148.278207887586,18720.55815885603,14371.244771685255
4351,2007-07-10,10397.886656970923,18627.74624156393,14396.45361496293
4352,2007-07-11,10493.896809227626,18304.35532378416,14403.257863479068
4353,2007-07-12,10367.600414320184,18650.323483018678,14444.684824040025
4354,2007-07-13,10286.253853194436,18439.054340645016,14423.528047619244
4355,2007-07-16,10340.063106345591,18600.682049200634,14496.45062098286
4356,2007-07-17,10358.880607537754,18643.187761820474,14519.325971270311
4357,2007-07-18,10481.167877584816,18593.18778501138,14523.092115172518
4358,2007-07-19,10187.839665742116,18434.318380593628,14560.852307724383
4359,2007-07-20,10338.449888445306,18798.39123109851,14535.480910529674
4360,2007-07-23,10487.595422112696,18780.784818491553,14593.316288397295
4361,2007-07-24,10184.068116895729,19174.46396493644,14610.629648157394
4362,2007-07-25,10357.960181142327,18340.358658852783,14608.703011045454
4363,2007-07-26,10572.44048544823,18849.241366972707,14640.715315018268
4364,2007-07-27,10411.069523444206,18801.226512503552,14609.611369536962
4365,2007-07-30,10290.02334456341,18674.36189603973,14650.953067803268
4366,2007-07-31,10693.083149887783,19191.041713391223,14663.173594822278
4367,2007-08-01,10848.971563590854,19020.531109164458,14656.424643731354
4368,2007-08-02,10578.597347774965,18759.313884471438,14683.915861657877
4369,2007-08-03,10699.353104965265,19054.533352730243,14648.61649166998
4370,2007-08-06,10577.347105593111,18932.126807457622,14679.486673515374
4371,2007-08-07,10400.018722479288,18776.492753008486,14688.951494239715
4372,2007-08-08,10221.630791675958,18829.254599574902,14679.819508266564
4373,2007-08-09,10700.423030981483,18747.507608337946,14705.29900922115
4374,2007-08-10,10474.287008193352,18742.360895177484,14668.355650138124
4375,2007-08-13,10192.89301107889,18844.55675683123,14696.439730826361
4376,2007-08-14,10741.775892067391,18892.731862176643,14705.664835161546
4377,2007-08-16,11056.718512051893,18665.617633228132,14722.50840628632
4378,2007-08-17,10511.592212010151,18890.176243194186,14686.277808949131
4379,2007-08-20,10786.803392198015,19150.135478008186,14718.191039573305
4380,2007-08-21,10460.535569009262,18853.658793894527,14729.198312643706
4381,2007-08-22,10485.55384768125,18955.51999334204,14722.155422273301
4382,2007-08-23,10471.788241451339,18810.2779802676,14750.234355425016
4383,2007-08-24,10389.462739199636,18964.47265224146,14716.360014102807
4384,2007-08-27,10697.306330440142,18970.761287729485,14755.986660242766
4385,2007-08-28,10378.733641042973,19064.428754194472,14769.650317567224
4386,2007-08-29,10493.018791817107,18867.790338634455,14765.233901056166
4387,2007-08-30,10192.904116052568,18840.447230913825,14795.862105084687
4388,2007-08-31,10192.449333483462,18745.913845771665,14764.41086943375
4389,2007-09-03,10427.780695568295,18895.200305569837,14810.052626222336
4390,2007-09-04,10517.409690582832,19093.365021012898,14825.141846649272
4391,2007-09-05,10441.315412027328,19036.439064290345,14821.78653776283
4392,2007-09-06,10526.143222277538,19301.68642802607,14853.072571729179
4393,2007-09-07,10667.515101209385,18871.10116293931,14821.84269138108
4394,2007-09-10,10405.973514688143,18867.61320764174,14865.304530187
4395,2007-09-11,10678.306476814892,19016.77577260368,14878.68614637927
4396,2007-09-12,10857.762105866233,19010.236856752825,14873.139819144784
4397,2007-09-13,10927.4006371728,18823.719451148823,14901.770763863587
4398,2007-09-14,10259.876516938355,19045.900327531384,14867.451361598904
4399,2007-09-17,10536.16820903691,19147.89670484174,14899.48346436066
4400,2007-09-18,10973.75491359902,19230.35442088601,14908.528702260699
4401,2007-09-19,10827.764865324556,19114.208306848665,14898.499141242655
4402,2007-09-20,10911.350145574745,19144.528157170294,14922.578822571122
4403,2007-09-21,10556.423688646284,19602.603314788386,14883.722798365176
4404,2007-09-24,10906.744606309123,18755.0310060638,14903.07952015463
4405,2007-09-25,10493.444137542423,18732.618600940914,14908.486557424723
4406,2007-09-26,10622.22909373721,19198.911846448584,14895.2397407096
4407,2007-09-27,10837.412388744387,18993.402984275996,14916.589456840045
4408,2007-09-28,10802.548327695988,19266.496811661218,14875.547864586179
4409,2007-10-01,10963.064674289883,19164.825203429813,14892.015907226592
4410,2007-10-03,10675.98508824288,18931.72020009333,14885.480563994657
4411,2007-10-04,10761.470214790157,19194.24955268652,14908.42987018355
4412,2007-10-05,10810.976253341969,19159.39269036627,14869.576542839195
4413,2007-10-08,10885.649265420878,19379.14308258678,14895.588197419142
4414,2007-10-09,10588.920584052714,19195.940978642513,14905.257217558588
4415,2007-10-10,10446.679719256916,19288.702625785107,14897.150545633289
4416,2007-10-11,10577.229102624318,19005.509950183812,14924.401179500155
4417,2007-10-12,10599.633837674568,18940.408803780418,14889.886409397111
4418,2007-10-15,10830.934831280949,18766.73905485026,14928.145334077108
4419,2007-10-16,10940.625630725443,19031.053792985636,14941.326808430727
4420,2007-10-17,10796.678246454308,19137.16106070045,14936.307169599251
4421,2007-10-18,10456.455886669202,19252.138564776273,14966.14949451091
4422,2007-10-19,10832.55259606797,19164.882050218715,14933.673269801904
4423,2007-10-22,11258.810807371523,18758.765009089315,14974.36057782668
4424,2007-10-23,10795.547825336293,19118.817431178002,14987.075468774688
4425,2007-10-24,11049.385423769474,18980.869297295452,14980.966809844134
4426,2007-10-25,10829.94596972397,19267.119061302703,15009.13002171133
4427,2007-10-26,10766.459676546043,18980.992030868987,14974.431212133322
4428,2007-10-29,10870.300632375072,18923.663121728543,15005.841444902093
4429,2007-10-30,10858.734690032576,19261.687839712973,15014.860527990411
4430,2007-10-31,10738.703944953393,19266.345452018497,15004.904561569356
4431,2007-11-01,11050.368001848125,19263.330129984428,15029.16431282775
4432,2007-11-02,11141.638830079262,19223.769591461547,14990.60116886724
4433,2007-11-05,11047.307704197714,19114.476248666764,15011.552050906655
4434,2007-11-06,10974.090389711326,19145.93827101731,15017.727687409471
4435,2007-11-07,10511.506714111181,19491.26794831163,15005.357745464142
4436,2007-11-08,10791.677598588867,18980.876491260224,15027.679396586596
4437,2007-11-09,10914.496633965882,19174.34728345279,14987.686405240554
4438,2007-11-12,10660.326028447807,19166.957791357574,15007.49799983882
4439,2007-11-13,10916.994834763587,19245.023403620275,15014.303009683508
4440,2007-11-14,10888.005330763606,19111.01306550612,15003.011204233651
4441,2007-11-15,10967.548249609517,19393.57817607685,15026.807401742175
4442,2007-11-16,10826.817662559522,19414.791461173547,14988.62269506107
4443,2007-11-19,10743.456526947233,19140.835286081932,15015.12485777956
4444,2007-11-20,10840.432294212715,19326.812395696274,15024.316678780764
4445,2007-11-21,11018.290795920066,19236.058145722694,15015.35657447617
4446,2007-11-22,10757.198118742945,18991.374513195773,15041.354377832917
4447,2007-11-23,10612.507926589464,18846.473980162675,15005.17313852017
4448,2007-11-26,10864.392575489892,19338.76802552622,15035.96751926594
4449,2007-11-27,10383.505647009382,19334.279085533806,15045.904161238168
4450,2007-11-28,10974.400306444026,18864.726767610526,15037.325681935085
4451,2007-11-29,11229.797630249594,19097.428052253363,15063.353225364206
4452,2007-11-30,10701.80502738795,19197.64783820628,15026.877004956865
4453,2007-12-03,10951.167911597053,19198.725478070137,15055.333738942343
4454,2007-12-04,10683.001165855427,19262.083295320193,15064.237772482222
4455,2007-12-05,10876.607810290265,19171.44470021869,15054.64167237336
4456,2007-12-06,10884.523555912241,19149.483476241297,15079.762357094542
4457,2007-12-07,10784.219576394848,19330.32127494451,15042.589096271287
4458,2007-12-10,10864.43013341038,19288.303266395822,15071.188442536184
4459,2007-12-11,10979.044037916672,19060.128649215487,15081.182109891837
4460,2007-12-12,11053.281012073505,18946.019246675874,15073.320922595882
4461,2007-12-13,10758.524399946638,19238.565210333298,15100.875612513197
4462,2007-12-14,10846.910226517402,18965.30613240043,15066.871966342218
4463,2007-12-17,11185.510696813823,19027.77512749505,15109.461363923896
4464,2007-12-18,10872.516180501925,18976.28081235742,15125.527343135982
4465,2007-12-19,10838.195114567194,19329.775826997113,15124.345454383778
4466,2007-12-20,11026.072432030891,19259.088216091426,15159.095633989271
4467,2007-12-24,10886.284960623963,19190.76199631963,15199.156651370844
4468,2007-12-26,11129.443652453598,19299.3768597549,15229.271208868351
4469,2007-12-27,10823.636454152991,19557.33024709971,15270.921307889712
4470,2007-12-28,11311.673471036176,19262.89468858233,15250.713724041463
4471,2007-12-31,11395.180799072841,19357.933985119293,15329.95769908493
4472,2008-01-01,10974.114226127871,19196.209099732085,15355.690044523548
4473,2008-01-02,11181.529911053874,19495.883359650812,15362.438957450237
4474,2008-01-03,11541.425830791175,19568.874732894656,15403.139707245824
4475,2008-01-04,11112.05526301031,19358.762602945473,15380.492778995178
4476,2008-01-07,11080.380807807682,19397.8645365452,15443.481014642264
4477,2008-01-08,11374.07707248299,19541.937736218428,15460.969548523257
4478,2008-01-09,11382.901669244813,19689.100057049232,15458.214781096305
4479,2008-01-10,11032.232107572776,19637.070565279988,15488.286537218362
4480,2008-01-11,11280.98696183906,19737.534159359573,15454.045464798712
4481,2008-01-14,11505.468100893186,19651.989490332944,15478.378969027908
4482,2008-01-15,11214.518895489346,19679.229757642028,15482.409687699255
4483,2008-01-16,11026.345050455797,19686.924577134563,15466.293121257018
4484,2008-01-17,11428.450765415713,19545.063899667995,15483.332506841854
4485,2008-01-18,11363.401782721921,19493.41444138435,15436.617451165701
4486,2008-01-21,11350.050080021125,19393.27545989681,15428.997161524303
4487,2008-01-22,11156.79297206943,19839.948157663912,15424.815064817514
4488,2008-01-23,11296.238998935702,19489.939778760512,15401.952863230646
4489,2008-01-24,11150.727700648475,19635.486521091825,15413.819111031113
4490,2008-01-25,11182.171299312457,19693.030751396334,15363.575879182214
4491,2008-01-28,11487.65893533585,19625.46872045547,15355.439225975337
4492,2008-01-29,11087.17470207506,19502.358937290057,15354.327861121383
4493,2008-01-30,11278.785503097566,19698.613950138602,15336.013304221986
4494,2008-01-31,10779.22685798638,19418.973398689628,15353.767908964366
4495,2008-02-01,10904.552069315558,19409.2539818395,15310.588118020627
4496,2008-02-04,11060.016558112728,19534.066653436414,15328.671240640182
4497,2008-02-05,11102.121749343805,19379.734268999448,15337.211582997372
4498,2008-02-06,11247.540192032926,19128.75605692508,15328.593975736172
4499,2008-02-07,11680.457884429896,19613.078585827858,15355.83849629629
4500,2008-02-08,11178.961486540824,19550.341216959467,15321.69300980671
4501,2008-02-11,11274.883008354742,19660.054519237674,15361.827129411766
4502,2008-02-12,11645.126207931462,19456.475241068234,15375.351936601364
4503,2008-02-13,11135.337345139762,19576.535481122406,15370.25602306097
4504,2008-02-14,11308.946848869227,19633.911397165146,15399.436195718123
4505,2008-02-15,11143.699672546494,19079.543109911465,15365.55095321222
4506,2008-02-18,11197.717626227372,19598.334106463866,15396.065368281583
4507,2008-02-19,11000.788962436067,19640.290824365813,15402.987825455053
4508,2008-02-20,11057.373637235667,19576.629104843883,15389.719581506275
4509,2008-02-21,11288.237931452051,19679.166893213052,15409.286784289634
4510,2008-02-22,11395.459309085665,19574.955541496056,15364.509069891554
4511,2008-02-25,11151.68461683128,19496.11507010399,15356.685693257261
4512,2008-02-26,11180.717035330636,19592.024621373468,15349.720550022235
4513,2008-02-27,11218.109707451724,19504.123940220168,15322.436538163925
4514,2008-02-28,11258.053471713121,19185.35862905696,15328.126867226885
4515,2008-02-29,11477.996125557298,19491.27615291447,15269.878534765056
4516,2008-03-03,10978.928243809212,18947.99436462606,15226.64970005296
4517,2008-03-04,10951.473708030147,19476.0464653464,15210.338267824322
4518,2008-03-05,11066.200188174907,19564.986586501345,15175.278474580437
4519,2008-03-07,10929.092845842713,18860.742256542835,15112.517924532445
4520,2008-03-10,10872.04749719136,18863.851846886304,15068.904554430184
4521,2008-03-11,10933.404207724869,19178.617204367984,15056.611959720092
4522,2008-03-12,10910.688209523261,19211.5889351343,15027.609976324433
4523,2008-03-13,10988.936459933473,19265.65559813287,15035.285021519814
4524,2008-03-14,10818.25858169178,19338.470848631005,14982.753464614436
4525,2008-03-17,10821.084918617058,19353.662701067857,14978.405234541042
4526,2008-03-18,10844.459112923072,19067.791000208137,14981.769668255583
4527,2008-03-19,10979.561333180929,19416.217075163226,14969.33707736041
4528,2008-03-24,10783.525146961907,18914.39553461195,15007.804823997772
4529,2008-03-25,11004.128876834373,19155.478132753557,15027.86356502835
4530,2008-03-26,10933.541414006953,19109.081047871314,15031.268616377512
4531,2008-03-27,11216.138134056973,19275.042856893502,15070.938262550206
4532,2008-03-28,11007.155785299872,19414.147814265678,15049.530419560107
4533,2008-03-31,10826.380012767038,19247.46128699344,15129.04161790101
4534,2008-04-01,10833.827575204363,19357.612456844774,15155.905681430435
4535,2008-04-02,11077.65011534619,19423.06043092937,15164.197799042993
4536,2008-04-03,11150.472232248901,19606.10071542005,15206.795334358538
4537,2008-04-04,11018.002703273161,19054.899335269634,15186.345596633964
4538,2008-04-07,11236.760338169785,19569.087982496978,15257.250691333405
4539,2008-04-08,10832.520658250143,19072.04348635883,15277.672521885925
4540,2008-04-09,11161.961123644529,19129.621129206913,15277.926841354836
4541,2008-04-10,10934.320635234446,19432.005149308465,15311.040053360734
4542,2008-04-11,11216.193417160746,19593.954159124536,15279.82787305067
4543,2008-04-15,11035.445299745794,19590.31541160399,15291.929194743176
4544,2008-04-16,11546.418278454033,19195.337608281257,15271.207484098873
4545,2008-04-17,11394.53007216084,19284.204043076403,15283.314487187708
4546,2008-04-21,11070.188712030837,18947.575156070172,15204.883362497867
4547,2008-04-22,11028.476849116147,19385.352794205388,15193.343713305561
4548,2008-04-23,10618.812404857417,19582.057105662203,15162.516276064667
4549,2008-04-24,11027.668593424663,19321.18850729386,15165.789076638488
4550,2008-04-25,10827.128308872694,19526.394706726078,15106.316116358812
4551,2008-04-28,10761.771240028555,19243.80838533826,15066.812510756024
4552,2008-04-29,10925.390703984052,19405.035763843487,15054.148638762272
4553,2008-04-30,10959.619303438922,19237.259989327573,15023.841804348353
4554,2008-05-02,11019.415250022805,19300.68395185435,14973.499732259455
4555,2008-05-05,10841.986910846115,19344.123445309546,14953.770242116445
4556,2008-05-06,11237.979099695407,19268.01946300166,14950.196449153726
4557,2008-05-07,10862.008062562278,19513.970477806815,14929.994981464557
4558,2008-05-08,10993.017833548141,19241.32651580167,14946.367178366132
4559,2008-05-09,10850.770156635126,19023.953726142485,14902.244365622419
4560,2008-05-12,10952.533851750193,19266.04001794099,14919.60797894056
4561,2008-05-13,10850.914061032585,19176.815748215682,14928.486248696627
4562,2008-05-14,10860.948231614013,19038.960526109462,14920.460393041492
4563,2008-05-15,10714.229246690538,19230.898080914994,14948.54649232337
4564,2008-05-16,10736.03866196176,19102.307203079283,14915.499351773618
4565,2008-05-20,10708.081859505082,18822.26625766274,14976.588396405985
4566,2008-05-21,10692.853549679536,18994.94027721424,14974.289871695622
4567,2008-05-22,10563.161814426532,19019.837226015272,15006.731499497315
4568,2008-05-23,10718.661534041248,19257.905689662388,14976.618400346588
4569,2008-05-26,10944.01521722311,18888.447523951236,15021.941346358297
4570,2008-05-27,11045.200722557795,19239.411192347754,15035.080464489612
4571,2008-05-28,10650.120913785626,19319.85825797812,15028.70814106572
4572,2008-05-29,10970.055734348476,19260.599377367736,15055.859281203755
4573,2008-05-30,10890.839152508817,19195.01905723807,15019.35086743483
4574,2008-06-02,11018.660741312882,19333.81198371862,15040.235011204955
4575,2008-06-03,10790.03768597658,19267.067900561804,15044.003922045085
4576,2008-06-04,10851.657326457042,19286.54868321186,15027.937208045809
4577,2008-06-05,11068.251900219027,19266.41873561144,15045.25060222665
4578,2008-06-06,10795.045249401961,19457.527399246803,14998.942887504541
4579,2008-06-09,10547.699853286005,18933.707248127503,14992.425135980731
4580,2008-06-10,11122.987290134055,19294.573455058136,14988.274704012141
4581,2008-06-11,10569.876761761565,18804.489277912606,14965.140979733687
4582,2008-06-12,10760.435462940155,19562.56326721109,14976.363564685977
4583,2008-06-13,10843.212389485881,19214.22314696146,14925.046654571528
4584,2008-06-16,10827.333750647998,19060.401945889924,14910.735514093476
4585,2008-06-17,10996.88150721533,19196.80589867611,14906.536518326493
4586,2008-06-18,10689.204450389494,19003.82387641993,14884.641023716169
4587,2008-06-19,11198.781938449823,18912.603818507676,14898.362169282489
4588,2008-06-20,10772.812068311774,18853.238897781262,14850.756155909872
4589,2008-06-23,10686.782870108711,18878.675347993023,14854.077370660461
4590,2008-06-24,10457.63165476033,18967.074554001705,14857.578891261419
4591,2008-06-25,11026.087765888215,18802.31126860834,14844.08875595726
4592,2008-06-26,10659.572117842685,19273.49453777315,14866.780406704514
4593,2008-06-27,10727.571103678449,18752.54947626709,14828.563706172408
4594,2008-06-30,10747.657621760667,18830.826403111874,14861.06216291252
4595,2008-07-01,10587.771844198007,18781.53697716863,14874.130838632605
4596,2008-07-02,11128.690957882895,19182.557975754593,14869.893413295931
4597,2008-07-03,10806.056000498827,19348.78919677041,14901.394749436571
4598,2008-07-04,10999.158478425097,18956.814574748176,14871.427431425207
4599,2008-07-07,10737.326981440801,18980.444895102824,14924.343194819156
4600,2008-07-08,10430.296578835676,19113.44050393516,14942.527256076753
4601,2008-07-09,10732.23369832059,19057.044268575777,14942.477287530974
4602,2008-07-10,10633.211045270862,18952.181845418647,14977.213425649335
4603,2008-07-11,10845.677340725055,18902.735734276634,14949.519848839931
4604,2008-07-14,10753.251550284218,19276.363915516125,15003.63584877083
4605,2008-07-15,11127.646744880116,19396.303677336015,15020.46363562165
4606,2008-07-16,10733.59465602047,19165.926118662996,15018.267450873316
4607,2008-07-17,10557.547946634862,18987.55444825046,15050.134747037351
4608,2008-07-18,10755.105290128926,19364.545535581805,15018.924150986324
4609,2008-07-21,10787.938929884576,19324.052469154052,15059.413478175406
4610,2008-07-22,11123.41721222236,19237.35157020862,15070.955614392953
4611,2008-07-23,10972.637730682545,19239.206077504594,15063.24248824277
4612,2008-07-24,11088.50839089488,19454.43072607937,15089.442420509315
4613,2008-07-25,10818.921699820432,19270.723400401894,15052.490889526653
4614,2008-07-28,11041.526799038247,19380.068261045955,15076.004702952067
4615,2008-07-29,10987.175982885828,19165.214812846938,15082.169185810606
4616,2008-07-30,10975.581699013166,19033.217445813898,15069.301167745944
4617,2008-07-31,10960.675773731384,19404.42981755878,15090.608023186585
4618,2008-08-01,10627.50908167463,19284.90030980335,15049.05757079918
4619,2008-08-04,10919.659300335328,19041.430342688935,15060.770081273506
4620,2008-08-05,11089.104099172386,19203.061551574498,15063.715393541966
4621,2008-08-06,10847.404711388812,19047.150730419773,15047.99860197592
4622,2008-08-07,10798.207354958198,19075.22242660212,15066.829282969951
4623,2008-08-08,10815.153466263395,19392.371101331988,15023.174541812961
4624,2008-08-11,10929.642821726371,19092.458790536875,15030.765691992981
4625,2008-08-12,11035.460116457674,19143.021526517423,15033.046478841005
4626,2008-08-13,10393.519249485014,19163.081624585706,15017.00618609376
4627,2008-08-14,10998.012969089632,19321.81250733524,15035.844734088207
4628,2008-08-18,10903.86031130293,19229.470101860057,15002.89497155954
4629,2008-08-19,10618.24564545469,19086.556212314274,15006.6545083874
4630,2008-08-20,10643.069929539768,19096.920316708813,14992.33831828111
4631,2008-08-21,10918.610800037983,18859.069121511948,15013.124673015236
4632,2008-08-22,10816.194814587792,19291.718736378374,14971.945419863614
4633,2008-08-25,11039.422107194163,19327.53014902398,14989.661838614156
4634,2008-08-26,10801.279558361093,19408.247870389427,14996.05223086881
4635,2008-08-27,11232.031879649834,19225.90439558803,14984.392773030047
4636,2008-08-28,11025.975961812286,19001.96617789847,15007.817432233795
4637,2008-08-29,11015.629711634403,19194.555153119578,14969.211288185117
4638,2008-09-01,11122.163111498185,19080.54323495181,14993.76516529572
4639,2008-09-02,10847.92560242469,19113.125626708137,15001.97539447213
4640,2008-09-04,10621.349272798294,18691.683192370343,15016.406712762611
4641,2008-09-05,10543.667158325134,19476.21924494115,14978.562569366191
4642,2008-09-08,10901.470279098417,19328.618449868656,15002.724352399067
4643,2008-09-09,11193.64773748489,19183.741623053076,15009.842917711328
4644,2008-09-10,10608.269667074132,19225.686464929786,14998.108590801146
4645,2008-09-11,10711.143065243084,19224.862837349374,15020.617729685993
4646,2008-09-12,10794.281572213866,19033.46371282887,14980.232137428357
4647,2008-09-15,11007.18013496522,18958.893022664615,14994.271637251322
4648,2008-09-16,10763.918777568435,19399.079318478332,14997.339803239132
4649,2008-09-17,10762.55014817937,19019.452177581345,14981.317522491532
4650,2008-09-18,10982.845219134866,19330.58339831544,14999.372938353315
4651,2008-09-19,10875.78536143937,19288.240752490157,14954.445460872299
4652,2008-09-22,10851.658416952894,19291.341069871094,14955.159857801826
4653,2008-09-23,10990.161351818855,19306.632729914734,14954.168208162124
4654,2008-09-24,10922.69156427133,18937.799307558547,14934.413777361364
4655,2008-09-25,10989.890708465091,18919.141029656177,14949.140157260985
4656,2008-09-26,10708.845653054781,19090.51648205292,14901.355149329882
4657,2008-09-29,10984.800872146927,19171.681916662736,14896.868209894035
4658,2008-09-30,10761.464578897625,19134.66717506416,14895.389920762143
4659,2008-10-01,10549.715166093407,19280.184804363504,14875.801544295175
4660,2008-10-03,10795.242804752288,19082.737993011637,14845.004387773779
4661,2008-10-06,10875.467146373536,19319.80616787257,14848.253316475677
4662,2008-10-07,10552.522445995319,19114.813251058524,14850.291568988387
4663,2008-10-08,10844.62971892935,18919.44546716353,14834.56353614679
4664,2008-10-10,10851.290437019032,18921.126679830006,14812.158508833782
4665,2008-10-13,10504.674303912705,18966.546882741026,14828.210329809597
4666,2008-10-14,10681.184819927708,19505.479979880733,14834.178871677883
4667,2008-10-15,10779.510702180594,19105.13023853823,14822.057465486454
4668,2008-10-16,10483.767798974526,18970.12800786698,14844.915093015628
4669,2008-10-17,10798.8700299313,18845.715082414317,14805.574264880312
4670,2008-10-20,10749.289372941355,19002.531914338204,14826.374354498797
4671,2008-10-21,10317.113180456954,19382.786049602437,14832.676692767964
4672,2008-10-22,11025.284931780689,19158.021645048924,14820.247603123405
4673,2008-10-23,10882.56022657979,18982.40398230109,14842.169367642138
4674,2008-10-24,10886.724330890233,18951.1661528657,14801.293117928415
4675,2008-10-27,10753.0034380997,19012.49566543989,14814.38645133867
4676,2008-10-28,10768.761155637832,18829.23746727851,14817.312409902754
4677,2008-10-29,10693.495518415475,19005.312281509705,14801.240049258722
4678,2008-10-31,10351.585665413828,18796.859705148952,14774.568845258409
4679,2008-11-03,10396.482789407119,18829.23877026907,14776.429429359894
4680,2008-11-04,10746.433058613178,18698.727517158823,14776.05984039055
4681,2008-11-05,10433.226832117092,19195.213256217055,14757.045456053003
4682,2008-11-06,10662.250403811655,19046.555388793662,14772.622683606269
4683,2008-11-07,10772.577440308423,18875.373281010445,14725.787364456088
4684,2008-11-10,10671.237096652647,18599.861674003077,14724.545404520812
4685,2008-11-11,10299.561158939501,18749.906969589043,14724.189116294074
4686,2008-11-12,10624.62158994799,18965.51149423274,14705.685113912114
4687,2008-11-14,10390.13154107263,19014.494376459126,14676.77838141802
4688,2008-11-17,10718.34690299506,18857.206309771722,14681.497986868268
4689,2008-11-18,10604.31650078956,18798.60214988079,14683.485449401473
4690,2008-11-19,10602.581036788002,18953.004162030666,14667.369742966628
4691,2008-11-20,10372.323025446107,18887.313797735344,14686.270106115284
4692,2008-11-21,10308.414759914873,18648.927643783787,14643.056557428168
4693,2008-11-24,10739.89487837857,18597.37681166591,14653.172822235487
4694,2008-11-25,10303.08000576153,18901.187759993547,14656.350888023024
4695,2008-11-26,10446.10075927834,18859.209775572082,14641.07070375795
4696,2008-11-28,10530.323595814438,19043.860311730812,14617.345284172017
4697,2008-12-01,10492.095503551882,18942.861441836765,14625.980692013554
4698,2008-12-02,10564.057382464984,18650.65651045634,14628.232468112648
4699,2008-12-03,10904.849554666265,18595.949370690832,14611.930231624168
4700,2008-12-04,10492.99604016265,18826.094775178262,14630.272428010898
4701,2008-12-05,10516.960573835719,19072.076836755252,14586.230899857119
4702,2008-12-08,10301.46324149774,18649.177511739104,14593.54040979054
4703,2008-12-10,10938.69911453006,18828.75806016369,14580.809657862514
4704,2008-12-11,10591.648801855445,18357.39192614009,14600.719776153386
4705,2008-12-12,10675.884927639248,18679.23810572027,14558.933343863468
4706,2008-12-15,10352.441484245945,18773.659559059324,14577.445887215532
4707,2008-12-16,10728.135039849709,18536.863874198145,14585.297222693538
4708,2008-12-17,10436.622555042723,19063.843191918808,14575.842363324116
4709,2008-12-18,10544.270302199251,18747.725400822652,14602.287733444973
4710,2008-12-19,10428.082472605398,19197.678391423895,14567.577372735419
4711,2008-12-22,10279.084245524758,18884.18656618681,14609.413916609914
4712,2008-12-23,10567.252938270565,18728.24051115102,14625.272730013914
4713,2008-12-24,10398.483019155317,18610.009277392306,14623.677356842942
4714,2008-12-26,10699.55722281619,18861.403607158274,14630.003118896024
4715,2008-12-29,10543.968637052014,18855.71092372033,14688.35997168184
4716,2008-12-30,10485.855080034211,19078.867287458048,14707.667879094988
4717,2008-12-31,10566.216053073795,18739.798210763052,14708.27214101595
4718,2009-01-01,10350.051376229898,18529.901856521687,14743.106175804292
4719,2009-01-02,10328.896078861308,18764.880554867294,14714.862843474735
4720,2009-01-05,10892.018155405522,18697.270088112276,14762.522346853684
4721,2009-01-06,10508.368029406838,18874.883041665067,14775.307704247523
4722,2009-01-07,10834.213542790658,19192.913398316057,14768.000909918594
4723,2009-01-09,10391.907161288676,18866.85790441484,14755.029615121604
4724,2009-01-12,10658.525146143731,18775.448580018267,14766.288978237655
4725,2009-01-13,10521.272096779705,18948.073685243955,14765.82329272502
4726,2009-01-14,10745.807708496197,18965.903373514986,14745.071186633333
4727,2009-01-15,10606.654610279567,18637.302133743036,14757.297203770975
4728,2009-01-16,10876.602845945923,18883.54796626895,14705.555690869147
4729,2009-01-19,10482.827739916684,18679.32078813157,14681.292731306803
4730,2009-01-20,10532.323954486637,18749.016559028227,14670.974209055716
4731,2009-01-21,10630.84182459374,18747.97472633919,14641.662564063212
4732,2009-01-22,10620.714607871612,18772.410129597563,14646.765045219227
4733,2009-01-23,10732.022930968093,18885.641241459074,14589.449156101427
4734,2009-01-27,10675.17839614274,18827.389567959257,14549.15782659634
4735,2009-01-28,10754.14503391683,18667.977542986722,14522.53012845451
4736,2009-01-29,10092.033080484385,18561.389337002947,14531.822578633126
4737,2009-01-30,10135.123156261814,18474.866227844675,14480.0743007369
4738,2009-02-02,10139.532605214847,18277.578612871246,14472.27156476742
4739,2009-02-03,10067.976523636911,18468.414146037114,14472.278999040098
4740,2009-02-04,10536.042957392485,18998.518944785937,14455.252366928346
4741,2009-02-05,10285.825512964919,18460.031874457505,14474.254131349231
4742,2009-02-06,10372.141761745452,18728.938306885942,14432.071069621788
4743,2009-02-09,10364.051387496029,18743.534010251475,14449.643352797877
4744,2009-02-10,9820.383637688976,18793.229287989663,14456.243214776443
