FIELD1,ds,yhat_lower,yhat_upper,yhat
664,1992-03-03,-2487.062719482293,6240.6898595628145,2154.9361919084977
665,1992-03-09,-2276.24319904955,6493.127488207312,2001.7609195520438
666,1992-03-10,-1963.30120134345,6240.682619626147,1986.4867891480035
667,1992-03-11,-1794.7991492963522,6238.156710050345,1954.249244977494
668,1992-03-12,-2054.8559042605293,6135.872276584523,1958.459529679433
669,1992-03-13,-2631.087693611669,5958.95069696903,1902.2625971698046
670,1992-03-16,-2410.42823574385,5695.258006854958,1886.0452320925142
671,1992-03-17,-2340.184830569963,6307.598177763295,1885.28321212111
672,1992-03-18,-2636.4202872127007,6038.251567001174,1868.702696375464
673,1992-03-20,-2219.1929570344114,6174.80981049672,1850.520845963577
674,1992-03-24,-2225.7745106874436,6111.301541818333,1903.978544440494
675,1992-03-25,-1912.3393739797634,5932.220663731751,1904.0923360111651
676,1992-03-27,-2166.1445271239822,6325.125127120368,1916.5073239248838
677,1992-03-30,-2112.1203729016106,5842.972241872851,1989.307176414667
678,1992-03-31,-2382.877300725218,6216.800781825781,2014.511081205601
679,1992-04-02,-2355.404540388092,6228.2988417628285,2062.9345809854267
680,1992-04-03,-2257.6455318269327,6200.178762985219,2041.6601385952547
681,1992-04-06,-2346.1379549627727,6181.085359567899,2111.5315915432498
682,1992-04-07,-1766.7574988188874,6424.202092437793,2132.0158974999417
683,1992-04-08,-2278.8842233159407,6343.675339886792,2132.4927785928685
684,1992-04-10,-1997.2840915872139,6303.14171714544,2135.200600459784
685,1992-04-13,-1969.4718693915,6225.63849455742,2169.703606687117
686,1992-04-22,-1674.6101314152386,6077.035434687104,2101.766746021251
687,1992-04-28,-2330.805301915702,6160.309198596425,2025.3914850404853
688,1992-04-29,-2255.5189876546115,6232.776292661589,1999.601871794813
689,1992-04-30,-2107.8273459408388,6129.67841503029,2009.3265136855616
690,1992-05-06,-2324.1768431431356,6006.248018175007,1932.6798825029193
691,1992-05-07,-2011.708509874925,6009.019965619936,1952.5098911189912
692,1992-05-11,-2350.141170434344,6074.590295067013,1939.7095841898094
693,1992-05-12,-1977.126416697873,6067.636939080551,1952.2473538579459
694,1992-05-13,-2258.576471860665,5898.826704056329,1947.9998823621138
695,1992-05-14,-1930.3504992779824,6182.440100764702,1980.0055030116114
696,1992-05-18,-2102.54479338644,5832.791480159746,2009.5856324287163
697,1992-05-19,-2206.193971514081,6169.7546723151845,2030.3534911698919
698,1992-05-20,-1896.4527882362804,6346.533297408132,2033.1322303874895
699,1992-05-22,-2070.5756490690214,6073.087189863784,2046.2540402859765
700,1992-05-25,-2281.745829404865,6251.092926124792,2109.260203468966
701,1992-05-26,-1735.8728438305086,6202.713775100813,2128.641121908388
702,1992-05-27,-2097.41376906791,6082.78835415205,2128.6544987870598
703,1992-05-28,-1693.0623170547103,6306.096447283055,2162.313651668908
704,1992-05-29,-1971.2857783779618,6271.724170263758,2132.4120223093378
705,1992-06-01,-1924.631989218261,6435.032592669879,2173.453452029035
706,1992-06-02,-2040.084731500785,6351.260505635996,2183.964987071589
707,1992-06-03,-1986.8508124064103,6512.869821389736,2174.6081566595453
708,1992-06-04,-1800.1096447864263,6489.911112763707,2198.5729189650588
709,1992-06-05,-2128.770351286448,6400.605885921313,2158.833543648904
710,1992-06-08,-2084.7956642914073,6229.129397419817,2171.305184044115
711,1992-06-09,-2042.2740930975986,6298.375991900667,2173.1853121633308
712,1992-06-10,-1665.963551692127,6029.527167610749,2155.909138941881
713,1992-06-25,-2322.7153508942447,6434.7802852950335,2125.815067825375
714,1992-06-26,-2389.1010837373055,6318.191103069179,2091.453949075068
715,1992-07-15,-1904.5234093276829,6438.334932004089,2373.2490721334443
716,1992-07-16,-1732.969091408469,6608.313168330168,2411.0843636909012
717,1992-07-17,-1715.7951876857944,6707.383261906873,2385.8988903571944
718,1992-07-20,-2025.502419717272,6491.737795701628,2444.681692087122
719,1992-07-21,-1605.250091670295,6572.388553080266,2462.3548562560068
720,1992-07-22,-1799.4358305707985,6630.006154576815,2460.771251221743
721,1992-07-23,-1683.9965324997627,6554.611040981705,2493.0896013760466
722,1992-07-27,-1474.2518362178614,6508.58281622403,2503.8575756273763
723,1992-07-28,-1676.877032118301,6506.557839239797,2515.976281348615
724,1992-07-29,-1633.6917624816072,6510.602677727449,2509.0150229547685
725,1992-07-30,-1785.2355933490041,6624.411901131264,2536.1784811958933
726,1992-07-31,-1597.38952720922,6739.355831824032,2500.4325671389806
727,1992-08-03,-1534.3006271859433,6726.003173005438,2529.2370009875053
728,1992-08-04,-1531.359237773757,6559.15740910616,2537.7718599868185
729,1992-08-05,-1702.331281263503,7031.768727068167,2527.5914310026915
730,1992-08-06,-1596.5407415920783,6827.52210030062,2551.9061157423534
731,1992-08-07,-1993.0282553972322,6554.063332172863,2513.684027238623
732,1992-08-10,-1416.5652024107615,6811.528534122122,2537.2770581473715
733,1992-08-11,-1465.5048813672938,6569.572538691855,2544.7976710224398
734,1992-08-12,-1772.7976916432244,6740.625489542494,2533.952716618204
735,1992-08-14,-1601.7784625166057,6666.752322905623,2519.7296786735415
736,1992-08-17,-1476.9994849818936,6476.636938196359,2545.22214512902
737,1992-08-18,-1674.9971913006823,6879.904335715448,2553.957150905354
738,1992-08-19,-1513.9652801935542,6657.666171179471,2544.59094648051
739,1992-08-20,-1543.7281259356682,6809.510151954366,2570.306232679707
740,1992-08-21,-1236.5969395701093,6562.591424252399,2534.039817915971
741,1992-08-24,-1724.0069726265453,6762.359853636307,2566.4556062773668
742,1992-08-25,-1892.1400242596326,6972.692935755472,2577.754218276008
743,1992-08-26,-1839.0407326114819,6647.602451088719,2571.0188692787
744,1992-08-27,-1451.508023054423,7036.489818515418,2599.3908877441263
745,1992-08-28,-1668.5011624292604,6596.932976187746,2565.7627774514744
746,1992-09-01,-1739.8292722257268,6745.778451060017,2618.887745274443
747,1992-09-02,-1316.4507934682506,6778.666359367774,2613.972233198693
748,1992-09-03,-1387.4600673658751,6567.897851958997,2643.854312862272
749,1992-09-04,-1557.9906716703574,6681.481585619121,2611.382258296215
750,1992-09-07,-1593.7530153366845,6781.488549457997,2652.0977018904423
751,1992-09-08,-1334.875329349625,6780.950976379417,2664.8771326937617
752,1992-09-09,-1405.5125909046437,6693.517812843474,2658.869956753166
753,1992-09-11,-1525.0456383835333,6961.48737671606,2652.623475535841
754,1992-09-14,-1182.676553381848,6592.33412181725,2684.4234276032585
755,1992-09-15,-1714.9161340729295,6927.316358175118,2693.4546178620462
756,1992-09-16,-1450.4921548757227,6850.292604626258,2683.3970425979965
757,1992-09-17,-1246.9315566821854,7223.7002407695,2707.406238155112
758,1992-09-18,-1487.3333317492854,7042.475821112697,2668.4088845192705
759,1992-09-21,-1507.7623221925587,6599.157782608563,2686.648708776775
760,1992-09-22,-1047.6958834928448,6726.365361920506,2691.37303872889
761,1992-09-24,-1011.25443674188,6890.05439443974,2697.5326933416227
762,1992-09-25,-1427.6699126382518,6609.803835329249,2655.206303743655
763,1992-09-28,-1469.4586722024253,6933.393668099534,2666.5159120192047
764,1992-09-29,-1305.5573177866513,6732.0679235070165,2670.1115911376282
765,1992-09-30,-1404.2650071971411,6694.380773114516,2655.5075607540502
766,1992-10-01,-1422.5758416619317,6638.08410150478,2675.9506605915103
767,1992-10-06,-1439.3005914835637,6851.318464845884,2658.526898035279
768,1992-10-08,-1469.7725104337492,6633.617365355217,2671.7428527590464
769,1992-10-09,-2081.3491777919758,6914.270510300759,2634.3473302101147
770,1992-10-12,-1393.0484623412142,6691.517921725955,2664.6624216588457
771,1992-10-13,-1827.225817964383,7034.787933405552,2675.5141116859254
772,1992-10-14,-1625.5651964427525,7093.601876873472,2668.356912301729
773,1992-10-15,-994.4073208872417,6826.227315325164,2696.266982416052
774,1992-10-20,-1240.3788359991731,6754.284443703603,2710.7083366918014
775,1992-10-21,-1283.694408051974,6589.477328330432,2703.8849337082065
776,1992-10-22,-1374.1438063217702,6884.520264458243,2731.487320368475
777,1992-10-25,-1762.8089881195879,6666.9088216179825,2359.1199044828995
778,1992-10-28,-1300.8942701617987,6857.6118548526465,2725.55085115893
779,1992-10-29,-1635.1234614896966,6589.2160529150615,2749.5099668204766
780,1992-10-30,-1253.204565919303,6867.967679033661,2710.5606442654757
781,1992-11-03,-1180.2479333966376,6886.107938530294,2734.823812185259
782,1992-11-04,-1184.5159072910394,6845.1816379070315,2721.3284819630885
783,1992-11-05,-1439.8016892145524,7168.519091734021,2742.3455739302444
784,1992-11-06,-1453.1682719467913,6768.9914170446455,2700.870031986988
785,1992-11-09,-1593.4423397826831,6632.979452352484,2715.251627597824
786,1992-11-11,-1545.701846713812,6966.226760361733,2706.487958183178
787,1992-11-12,-1190.0793709455681,7205.501910761605,2728.0154321067826
788,1992-11-13,-1306.0022991369926,6798.122912649524,2687.510300128174
789,1992-11-18,-1555.5880498610709,6829.535471202825,2702.814491605965
790,1992-11-19,-1473.2913798127688,6870.384781143463,2726.7302614773116
791,1992-11-20,-1525.8601694324593,7013.92186537901,2688.5778551279254
792,1992-11-23,-1418.8687738611147,6831.596287835879,2714.1994542784896
793,1992-11-24,-1467.080176762102,6802.02916743143,2722.6578060090405
794,1992-11-25,-1628.7337470831708,7094.740476054802,2712.7101305446236
795,1992-11-26,-1542.4894227828827,7342.786283823279,2737.461422584973
796,1992-11-27,-1243.0112482881107,6732.452832070365,2699.7810029332027
797,1992-11-30,-1500.937354535271,6891.640272407215,2724.7897556933735
798,1992-12-01,-1604.389362467788,6838.345420329974,2732.4958761038424
799,1992-12-02,-1556.7828686757275,7115.3526644700605,2721.6219109508165
800,1992-12-03,-1177.6311336553,6976.69989781877,2745.3511507674884
801,1992-12-04,-1496.8005947044112,6980.522938318093,2706.640577656604
802,1992-12-10,-1569.843282699933,6671.528188911051,2751.2607773222458
803,1992-12-11,-1294.7886575854523,6936.723251307286,2714.1181261160486
804,1992-12-14,-1449.935361558358,6927.143716006925,2745.9220153959427
805,1992-12-15,-1452.3729015446706,6651.916280804143,2758.021471938327
806,1992-12-16,-1727.6620331915085,6781.948757300334,2752.747066164023
807,1992-12-17,-1877.7925515974814,6638.651911271624,2783.323683099694
808,1992-12-18,-1227.3685604022335,6851.983382351579,2752.716283723007
809,1992-12-21,-1408.2788474748006,7134.595117147516,2806.9287763582943
810,1992-12-22,-1131.193725583052,7203.763347292669,2827.019701649065
811,1992-12-23,-1354.4830716567174,6932.467805631465,2829.7527738003887
812,1992-12-24,-1320.4404485865805,6808.551157960646,2868.188876935871
813,1993-01-04,-1043.9910071804563,7260.486006767117,3034.587635626331
814,1993-01-05,-1036.6333434923167,7263.973075003329,3054.1885325253434
815,1993-01-06,-1422.1958491702017,7150.010644263965,3053.848148666717
816,1993-01-07,-1223.735567946275,7371.611892260996,3086.5728306430237
817,1993-01-08,-869.2397728792433,7315.017844367173,3055.153825701529
818,1993-01-14,-1106.777135555134,7221.803469494099,3100.6733076739683
819,1993-01-15,-980.7995316889895,7451.114143235162,3055.8465553143155
820,1993-01-18,-1205.386469616797,7370.408895758021,3051.2274613632303
821,1993-01-19,-661.5517739596206,7222.028430034339,3047.0193176108655
822,1993-01-20,-1209.9447413286516,7132.903812860179,3023.5750541079515
823,1993-01-21,-1089.3635772142,7104.033508952066,3034.294885420533
824,1993-01-22,-1168.1203046524088,7327.373471323733,2982.3445970792163
825,1993-01-25,-874.435333878344,7077.228226159088,2965.939063273756
826,1993-01-27,-962.1562684875039,6923.6778093563125,2938.78887196457
827,1993-01-28,-1298.8453747269377,7385.257470933212,2952.1926501286107
828,1993-01-29,-775.3284773569183,6868.548166996285,2904.4323308083635
829,1993-02-01,-1294.0337712651203,6726.636033220756,2908.201381410388
830,1993-02-02,-934.936866370933,7103.876528546004,2912.0585517044724
831,1993-02-03,-1218.8527828785307,7039.235734355661,2898.9402447247076
832,1993-02-04,-1229.39726481002,7163.872295597394,2921.9450889176005
833,1993-02-05,-1522.7181871279358,7112.29537445797,2883.8940838415783
834,1993-02-08,-1410.1928534601045,7150.483089108565,2914.934198823086
835,1993-02-09,-1252.221160592185,7079.012428193252,2926.460540051698
836,1993-02-10,-1178.6104627489974,6960.468684835865,2919.9346607776306
837,1993-02-11,-1095.2334071936837,7054.724622809665,2948.266680087281
838,1993-02-12,-1184.3546125042249,7119.855995228031,2914.1158875092938
839,1993-02-15,-935.6076564952218,7186.898498859855,2947.15004352975
840,1993-02-16,-1141.1405302869298,7293.987673078765,2955.898421128731
841,1993-02-17,-1519.175896297906,7011.480337777248,2944.8620062009445
842,1993-02-18,-1542.4811082288618,6853.949314705731,2967.000399076713
843,1993-02-22,-982.3353615804955,7097.33773709566,2926.5080279932163
844,1993-02-23,-1270.7818916570507,7070.849691376427,2922.5963506269504
845,1993-02-24,-1103.5661645824746,6972.45128280241,2898.1991078588276
846,1993-02-25,-856.8031181317964,7093.277626947935,2906.5231322872355
847,1993-02-26,-1353.1451325390317,6776.556171448817,2850.5730473929925
848,1993-02-27,-1436.6608164348247,7145.278444519752,2835.308228089768
849,1993-03-01,-1637.3043271909762,6902.347781701276,2811.495065080911
850,1993-03-02,-1537.4616380648688,7005.4024875791265,2795.449269076766
851,1993-03-03,-1471.2121853042238,7077.771572869622,2760.018608801694
852,1993-03-04,-1453.9367367682155,6754.741102818433,2758.6330774940184
853,1993-03-05,-1436.6064498981348,6842.789650044911,2694.4978090552067
854,1993-03-09,-1499.8159659002497,6880.990243214814,2624.8991947540417
855,1993-03-10,-1628.6257386003506,6518.145506660774,2590.888409124078
856,1993-03-11,-1639.3153016489723,6813.732293434671,2593.004528670788
857,1993-03-12,-1584.9363526706334,6759.5063366857385,2534.4228946291396
858,1993-03-15,-1498.8651935002476,6705.48188979773,2509.6796988989995
859,1993-03-16,-1597.76081196061,6775.963368901376,2505.7599715761708
860,1993-03-17,-1539.7198804565878,6768.204086013667,2485.9407480106875
861,1993-03-18,-1599.765583698364,6526.285768232581,2503.4488360444316
862,1993-03-19,-1981.3454877193724,6806.693040262342,2461.231133235434
863,1993-03-22,-1488.6139528119813,6630.235134199805,2488.9301401178004
864,1993-03-23,-1576.0461571000023,6654.353505589738,2502.7457987402463
865,1993-03-26,-1425.2832144358658,6757.016051062374,2508.5917477845746
866,1993-03-29,-1669.5062050205636,6890.657778522386,2577.5530651030713
867,1993-03-30,-1657.4869099860334,6739.2122475640745,2602.185271741496
868,1993-03-31,-1554.405626165561,6939.348313765807,2608.8953450724216
869,1993-04-02,-1342.1569228653948,6824.617877323361,2629.777499842628
870,1993-04-07,-1315.6791763570618,6635.158399495788,2727.7460044019426
871,1993-04-08,-1583.5450170925644,6665.314618418601,2763.3783587296707
872,1993-04-12,-1415.400665834352,7181.681759538196,2777.0785700290185
873,1993-04-13,-1406.1249763851897,7003.77798546292,2786.7400378327507
874,1993-04-15,-1376.6819277354716,7083.199228626212,2797.7163041263734
875,1993-04-16,-1353.571582992287,7024.6273203585115,2755.176562082512
876,1993-04-19,-1427.7022823442576,7084.648607447288,2755.315167617181
877,1993-04-20,-1452.9821359130008,7397.4116011085,2751.808955805584
878,1993-04-21,-1398.3483550605401,6998.705268721348,2728.5410746706875
879,1993-04-22,-1642.1307555747771,6887.96673935267,2738.8699878298107
880,1993-04-23,-1290.639115544976,7009.01339211549,2685.9279646709174
881,1993-04-26,-1405.8648571198012,6830.8706384476445,2662.7705003887177
882,1993-04-27,-1457.623993868338,6977.86028135576,2654.482157485549
883,1993-04-28,-1561.52489072814,6917.356206213649,2628.0388696157834
884,1993-04-29,-1923.2326894830032,6931.407855874084,2636.831595283241
885,1993-04-30,-1507.9537074387022,7019.053167475146,2584.000198505051
886,1993-05-03,-1711.5826191782044,6389.62712505135,2570.7624416599656
887,1993-05-04,-1503.3791244885108,6733.036075540412,2568.7606554825784
888,1993-05-05,-1312.2750807210841,6737.705212468389,2549.9307292977765
889,1993-05-07,-1281.8276704734462,6881.451752980039,2524.5707614662756
890,1993-05-10,-1530.6964096828065,6534.097492845549,2545.596485091127
891,1993-05-11,-1628.0449109909944,6307.134244103585,2555.9661581482537
892,1993-05-12,-1834.2468618764742,6819.332655762503,2549.6647618466336
893,1993-05-13,-1994.0100148144402,6557.18362480687,2579.7613333061922
894,1993-05-14,-1358.6214113344674,6661.557863001265,2549.0586461903117
895,1993-05-17,-1657.0724881819795,6783.91613926622,2603.6698283755163
896,1993-05-18,-1232.1809666735783,6792.400266602703,2623.6096937819384
897,1993-05-21,-1719.0764430342972,6701.305618841642,2638.6126398984406
898,1993-05-24,-1484.7108403098025,6776.668296304794,2703.0703985741043
899,1993-05-25,-1519.9196337383453,6593.580523023518,2723.409598544382
900,1993-05-26,-1402.9547227014007,6792.98604849009,2724.5878934399193
901,1993-05-27,-1528.9946501115012,6751.261298836885,2759.5949462342737
902,1993-05-28,-1326.0419146630015,6941.815186292179,2731.197565456691
903,1993-05-31,-1213.5513909185995,6636.599794578674,2777.3891081898046
904,1993-06-02,-1360.0426486769506,6812.989669506531,2782.1828193402944
905,1993-06-03,-1292.8781287530335,6767.714860127613,2807.9285442306114
906,1993-06-04,-1410.2263910694646,6854.332458433363,2769.900975026024
907,1993-06-07,-1305.9684444705374,6875.366832614149,2786.7952673966433
908,1993-06-08,-1236.1392803951012,6875.682949452784,2789.8249277966024
909,1993-06-09,-1617.9026896478745,7004.490315604279,2773.5000469898982
910,1993-06-10,-1286.6480481790404,7137.15561609272,2791.1346722324984
911,1993-06-11,-1743.9635032124186,7060.5802491361665,2745.814718549914
912,1993-06-14,-1349.7737933911637,7044.272424024161,2746.9342354172363
913,1993-06-15,-1246.5703522555148,6793.566872768912,2747.039825294701
914,1993-06-16,-1426.6421827232118,7051.30550807063,2729.0548064499912
915,1993-06-17,-1436.4432056372139,7048.341788959364,2746.317644090933
916,1993-06-18,-1337.6364460796942,6723.084274726065,2701.91583981401
917,1993-06-21,-1521.4407623812262,6738.451453178697,2713.2123457642515
918,1993-06-22,-1561.4926785575535,7134.088251332309,2718.974794847401
919,1993-06-23,-1466.4663227376666,7049.699146968228,2707.6273791835774
920,1993-06-24,-1735.7770625981957,6710.813542165966,2732.393738194041
921,1993-06-25,-1609.2697915840054,6875.527481164909,2696.2338580894616
922,1993-06-28,-1068.5665681352873,6816.1943942093485,2735.2766639505317
923,1993-06-29,-1409.7416537433326,6847.355031757713,2750.79935921771
924,1993-06-30,-1594.4684811021052,7043.450446158457,2749.2174331460324
925,1993-07-02,-1267.6981255795972,7151.124418397021,2756.792227663871
926,1993-07-05,-1481.9552958688118,7128.2387379960055,2820.9266894125476
927,1993-07-06,-1145.0362078786522,6948.3562601378835,2843.476066210506
928,1993-07-07,-1217.6774634222847,7161.631790515072,2848.1093109483586
929,1993-07-08,-886.1376290888661,6895.72878486688,2887.8417675431688
930,1993-07-09,-1508.8917512209389,7073.194937263389,2865.4480660733434
931,1993-07-12,-945.5441143708875,6965.816936248069,2937.1277294105844
932,1993-07-13,-1315.8069428234605,7024.970482247962,2960.295421227078
933,1993-07-14,-1185.0222889517006,6675.355547796295,2964.6407407198035
934,1993-07-15,-1363.0870741955987,7102.003883027759,3003.2239201732223
935,1993-07-16,-869.7725842189643,7337.293614519635,2978.875495264561
936,1993-07-19,-1132.7619077526156,7016.5753641296,3040.5469360299185
937,1993-07-20,-1080.7113911734,7279.105247093753,3059.2574113785495
938,1993-07-21,-1196.5594800684075,7060.622182938464,3058.7240797986083
939,1993-07-22,-1079.156326677918,7294.900166885938,3092.0924262788967
940,1993-07-26,-1351.816787474895,7475.778053169125,3106.833317668391
941,1993-07-27,-1111.2478143563749,7010.354269873466,3119.843489022624
942,1993-07-28,-977.6392525385443,7319.006050659688,3113.7194919206167
943,1993-07-29,-787.8657071566931,7237.662535892091,3141.6614038802772
944,1993-07-30,-1339.214340104624,7171.565614510221,3106.6316356487855
945,1993-08-03,-800.2029483809596,6938.389701647885,3146.1748002195213
946,1993-08-04,-916.8502142867279,7277.0870300004635,3136.3771536148056
947,1993-08-06,-1305.5845931655706,7429.603871260799,3123.0365641040926
948,1993-08-10,-1246.5582532727037,7121.0402782139,3154.523985982227
949,1993-08-12,-731.0034651478031,7411.942633861597,3167.503128074528
950,1993-08-13,-1017.5103448873842,7291.731425749546,3129.1237644990874
951,1993-08-16,-963.2380142169357,7175.7710547862,3153.8252258771277
952,1993-08-17,-674.605670849329,7136.914783117264,3162.20878355286
953,1993-08-18,-759.0814012072613,7525.150544931682,3152.4538308583233
954,1993-08-19,-1107.629410268055,7148.730255989453,3177.7478836616583
955,1993-08-20,-1048.0688855310773,7226.835906921508,3141.033205144989
956,1993-08-24,-1234.5893994741782,7406.354246676777,3182.8163925214853
957,1993-08-25,-1039.2469129431515,7371.092146180588,3175.6021455761215
958,1993-08-26,-896.904035690623,7264.625147749852,3203.513997441279
959,1993-08-27,-545.195164324422,7010.94767046553,3169.453627872216
960,1993-08-30,-981.1133777330217,7216.532535854702,3208.1604160083325
961,1993-09-01,-1131.8125511139976,7405.2032982844585,3216.237797400164
962,1993-09-02,-798.1339639198064,7298.655672857371,3246.039640763812
963,1993-09-03,-1013.9699687348124,7531.040973888202,3213.571060406671
964,1993-09-06,-1116.0250405796205,7588.48348668768,3254.833686953099
965,1993-09-07,-738.4313610669094,7318.409851437239,3267.9776674387986
966,1993-09-08,-664.7249111831068,7769.604745656891,3262.4231903213495
967,1993-09-09,-667.7069988091981,7267.309635882526,3291.2565640336757
968,1993-09-10,-1365.3751888846946,7636.122860105853,3257.3261393037374
969,1993-09-13,-705.0890612912432,7502.541149766497,3291.3349133836186
970,1993-09-14,-874.538015861083,7479.432001732083,3301.186448035951
971,1993-09-15,-818.689172782337,7439.549110976364,3291.968411650807
972,1993-09-16,-615.945790297801,7567.145429580566,3316.8211763199183
973,1993-09-17,-775.936558895164,7571.431084574208,3278.6557154449906
974,1993-09-20,-773.4569890637342,7541.149511563368,3296.8152428787776
975,1993-09-21,-787.0659619918722,7582.607998058768,3301.386514474532
976,1993-09-22,-1168.4409620301194,7496.424890027723,3287.03018726117
977,1993-09-24,-1119.2964392738938,7397.33732675521,3264.2014478731953
978,1993-09-27,-878.4454042598826,7881.947158056039,3273.4788127075026
979,1993-09-28,-456.6961545776449,7728.334542503335,3276.1548139999068
980,1993-09-29,-659.8894691797037,7275.180806947053,3260.5126294192
981,1993-09-30,-1036.6268617135709,7158.430292181923,3279.8047204818135
982,1993-10-01,-1032.5835699109969,7427.506376905575,3237.037851456238
983,1993-10-04,-826.8146262454458,7418.269583570072,3250.1594767156976
984,1993-10-05,-629.3819232975153,7181.2353683697465,3255.30043846906
985,1993-10-06,-569.9122307736379,7695.536018543818,3242.6333227682944
986,1993-10-07,-871.9059120507644,7647.1502867824065,3265.343103227885
987,1993-10-08,-1018.0890378727797,7350.631296418391,3226.358632811727
988,1993-10-11,-860.0687041416473,7529.659831232693,3252.118608678123
989,1993-10-12,-436.66792010690017,7438.953862665309,3261.5791573838123
990,1993-10-19,-499.77106014059564,7676.566885698499,3289.9804065421495
991,1993-10-20,-1254.9709880169419,7254.93592627241,3282.65070946015
992,1993-10-21,-759.2251325313715,7659.708524801448,3309.852230982044
993,1993-10-22,-959.6894098085863,7838.0571184966,3274.4154377840537
994,1993-10-25,-1126.2312093897463,7232.135815967715,3304.5260340587906
995,1993-10-26,-1155.5592987485077,7313.129451032028,3313.258358221395
996,1993-10-27,-1086.3601409435862,7489.052679413666,3303.0063252676932
997,1993-10-28,-759.8136523705035,7657.813237288505,3326.9119388055997
998,1993-10-29,-779.8231411127557,7627.522783978863,3287.8901638366588
999,1993-11-01,-873.970994373573,7219.382355256102,3306.4343186646106
1000,1993-11-02,-615.3233642061202,7395.636873707512,3311.3568820841783
1001,1993-11-03,-1096.6751861415178,7506.53512899368,3297.471453990018
1002,1993-11-04,-826.3810816771891,7436.4890303276525,3318.0041912805336
1003,1993-11-05,-942.1615366793493,7411.675767644982,3275.945715890026
1004,1993-11-08,-867.5015047725221,7463.870908771696,3287.9864284789583
1005,1993-11-09,-905.705989630613,6984.8922848213,3291.740813951454
1006,1993-11-10,-889.1595573514905,7503.883310665187,3277.2162145638335
1007,1993-11-13,-878.2170886891591,7552.880257037694,3257.085445159645
1008,1993-11-16,-761.7018389246073,7505.096454975219,3277.501424447506
1009,1993-11-17,-987.3794359380894,7386.18831552372,3265.1507459300296
1010,1993-11-18,-814.0694793418911,7317.988439355359,3287.888213102807
1011,1993-11-19,-940.7941360204481,7704.238060305208,3248.6035667603196
1012,1993-11-22,-667.7170484255006,7190.495233157838,3271.1923855521386
1013,1993-11-23,-563.2931925361232,7381.772985691953,3278.7774452934023
1014,1993-11-24,-1165.639461434013,7467.493125229927,3268.026290214286
1015,1993-11-25,-1001.6673446699388,7279.399215359519,3292.040010532972
1016,1993-11-26,-993.7198636515733,7530.797803946572,3253.681056234262
1017,1993-12-01,-892.1919659494981,7527.879572449105,3272.5927469019834
1018,1993-12-02,-685.5560147701492,7540.922009331816,3295.716768611099
1019,1993-12-03,-573.0265397189526,7433.404380233406,3256.3518095265727
1020,1993-12-06,-869.174941130772,7188.32032602523,3276.744041294635
1021,1993-12-07,-788.8964148825662,7428.4480940753465,3283.3319839726946
1022,1993-12-08,-659.5848699860647,7195.955043341587,3271.686067095608
1023,1993-12-09,-964.5039682063074,7182.575517028759,3295.064601083363
1024,1993-12-10,-757.9338791518745,7757.426208051173,3256.491580276841
1025,1993-12-13,-863.0759277303687,7388.196563366536,3283.1655370550307
1026,1993-12-24,-778.2368259602868,7494.832330268754,3358.981496283964
1027,1994-01-03,-547.0122253637975,7637.030063508352,3542.802176622605
1028,1994-01-04,-889.463004481439,7876.680893931361,3563.2806820482456
1029,1994-01-05,-498.3755252288709,7817.33749221942,3564.0381653669288
1030,1994-01-06,-330.6388270611222,7389.989155426076,3598.053020157092
1031,1994-01-07,-629.7616955603153,7962.083478686325,3568.0840704618954
1032,1994-01-10,-979.4903875110024,7865.914578240453,3606.0785797906856
1033,1994-01-11,-598.099590854747,7897.614633363731,3614.5476227537865
1034,1994-01-12,-394.1017375286297,7931.7215166035185,3602.6120104618976
1035,1994-01-13,-658.0484890005273,7750.268673103126,3623.459915973005
1036,1994-01-14,-768.089145891014,7603.819156812486,3580.0726718401825
1037,1994-01-17,-673.2845856071938,7762.01183677041,3578.620696127885
1038,1994-01-18,-548.0044563848907,7664.534046270973,3574.978032099789
1039,1994-01-19,-804.3915320144293,7553.90662979354,3551.813171181521
1040,1994-01-20,-243.39644936954852,7692.752163004759,3562.5103641652377
1041,1994-01-24,-760.8130425996965,7593.829799575092,3490.951335735119
1042,1994-01-25,-413.47279166721347,7626.2102345758185,3484.619358125741
1043,1994-01-27,-662.0897172154428,7577.029571782158,3471.821653079701
1044,1994-01-28,-808.7898866223188,7338.359570114934,3421.828261347361
1045,1994-01-31,-443.15040170043665,7435.24461964562,3418.1133133896974
1046,1994-02-01,-670.0027481066071,7587.98764349091,3419.3619405802133
1047,1994-02-02,-515.1937132180961,7544.888104025323,3403.6557859920104
1048,1994-02-03,-597.1832161147101,7801.447141261688,3424.1402149790256
1049,1994-02-04,-654.0092872371637,7702.506243427987,3383.681645974707
1050,1994-02-07,-812.8163333960285,7864.800235715431,3408.590181045433
1051,1994-02-08,-984.2792377918641,7369.8568774136265,3418.5547279048474
1052,1994-02-09,-647.5552749414018,7587.851404469245,3410.7547216332196
1053,1994-02-10,-952.8048808722419,7678.627073740188,3438.1193968570506
1054,1994-02-11,-788.3230240645498,7754.918552719922,3403.3205889146725
1055,1994-02-14,-244.82175105872028,7558.805251308854,3436.3485628166763
1056,1994-02-15,-756.8353746803745,7382.899390511028,3445.7133060613423
1057,1994-02-16,-454.81915365981246,7561.486914407101,3435.571826006422
1058,1994-02-17,-1004.6083927677935,7518.267645691548,3458.8559246150326
