ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
1989-01-17,304.5508436928172,-3660.783325982443,4733.216449906115,304.5508436928172,304.5508436928172,394.4344475651168,394.4344475651168,394.4344475651168,61.636980133052454,61.636980133052454,61.636980133052454,332.7974674320643,332.7974674320643,332.7974674320643,0.0,0.0,0.0,698.985291257934
1989-01-18,306.0796762965183,-3117.0561994934533,4729.939858057843,306.0796762965183,306.0796762965183,371.1897499017946,371.1897499017946,371.1897499017946,49.97022283140918,49.97022283140918,49.97022283140918,321.21952707038537,321.21952707038537,321.21952707038537,0.0,0.0,0.0,677.2694261983129
1989-01-19,307.6085089002195,-3819.073495534895,4892.100382968181,307.6085089002195,307.6085089002195,381.6353104154373,381.6353104154373,381.6353104154373,73.04491321768248,73.04491321768248,73.04491321768248,308.5903971977547,308.5903971977547,308.5903971977547,0.0,0.0,0.0,689.2438193156568
1989-01-20,309.1373415039206,-3484.865733218813,4722.404630684601,309.1373415039206,309.1373415039206,328.9177229341742,328.9177229341742,328.9177229341742,33.77680549062997,33.77680549062997,33.77680549062997,295.14091744354425,295.14091744354425,295.14091744354425,0.0,0.0,0.0,638.0550644380949
1989-01-23,313.72383931502407,-3583.116760779182,5062.5297518317875,313.72383931502407,313.72383931502407,307.2181718889486,307.2181718889486,307.2181718889486,54.887967566033154,54.887967566033154,54.887967566033154,252.33020432291542,252.33020432291542,252.33020432291542,0.0,0.0,0.0,620.9420112039727
1989-01-25,316.78150452242636,-3520.3484051473483,4694.93753779028,316.78150452242636,316.78150452242636,274.19753694084386,274.19753694084386,274.19753694084386,49.970222831170176,49.970222831170176,49.970222831170176,224.2273141096737,224.2273141096737,224.2273141096737,0.0,0.0,0.0,590.9790414632703
1989-01-27,319.83916972982865,-3532.3265479147135,4420.497198087609,319.83916972982865,319.83916972982865,232.42772591967716,232.42772591967716,232.42772591967716,33.77680549048275,33.77680549048275,33.77680549048275,198.6509204291944,198.6509204291944,198.6509204291944,0.0,0.0,0.0,552.2668956495058
1989-01-30,324.42566754093207,-3616.6286022416953,4829.09898905044,324.42566754093207,324.42566754093207,223.1697019692246,223.1697019692246,223.1697019692246,54.88796756612711,54.88796756612711,54.88796756612711,168.28173440309752,168.28173440309752,168.28173440309752,0.0,0.0,0.0,547.5953695101566
1989-01-31,325.95450014463324,-3628.7016391298134,5004.624055295568,325.95450014463324,325.95450014463324,222.4481740888836,222.4481740888836,222.4481740888836,61.63698013334481,61.63698013334481,61.63698013334481,160.8111939555388,160.8111939555388,160.8111939555388,0.0,0.0,0.0,548.4026742335168
1989-02-01,327.48333274833436,-3378.2349184678924,4800.463407017416,327.48333274833436,327.48333274833436,204.75604020663445,204.75604020663445,204.75604020663445,49.97022283149435,49.97022283149435,49.97022283149435,154.78581737514014,154.78581737514014,154.78581737514014,0.0,0.0,0.0,532.2393729549688
1989-02-02,329.0121653520355,-3386.64258487307,4756.665010916878,329.0121653520355,329.0121653520355,223.26691476681472,223.26691476681472,223.26691476681472,73.04491321769355,73.04491321769355,73.04491321769355,150.2220015491212,150.2220015491212,150.2220015491212,0.0,0.0,0.0,552.2790801188502
1989-02-03,330.54099795573666,-3336.374873178771,4456.520883440112,330.54099795573666,330.54099795573666,180.87528380860718,180.87528380860718,180.87528380860718,33.776805490638864,33.776805490638864,33.776805490638864,147.09847831796833,147.09847831796833,147.09847831796833,0.0,0.0,0.0,511.4162817643438
1989-02-06,335.12749576684007,-3788.971840971194,4371.227473253475,335.12749576684007,335.12749576684007,200.49285629944544,200.49285629944544,200.49285629944544,54.887967566109346,54.887967566109346,54.887967566109346,145.60488873333608,145.60488873333608,145.60488873333608,0.0,0.0,0.0,535.6203520662855
1989-02-07,336.65632837054125,-3533.2128987351152,4629.568460194514,336.65632837054125,336.65632837054125,208.94243311822774,208.94243311822774,208.94243311822774,61.63698013317801,61.63698013317801,61.63698013317801,147.3054529850497,147.3054529850497,147.3054529850497,0.0,0.0,0.0,545.598761488769
1989-02-08,338.18516097424236,-3724.152486828435,4543.723148623655,338.18516097424236,338.18516097424236,199.7850427479615,199.7850427479615,199.7850427479615,49.97022283134982,49.97022283134982,49.97022283134982,149.81481991661167,149.81481991661167,149.81481991661167,0.0,0.0,0.0,537.9702037222039
1989-02-09,339.71399357794354,-3797.6490821543753,4569.783494270163,339.71399357794354,339.71399357794354,225.96508824289447,225.96508824289447,225.96508824289447,73.04491321783023,73.04491321783023,73.04491321783023,152.92017502506422,152.92017502506422,152.92017502506422,0.0,0.0,0.0,565.6790818208381
1989-02-10,341.24282618164466,-3798.536350158418,4543.181301684551,341.24282618164466,341.24282618164466,190.16588499049007,190.16588499049007,190.16588499049007,33.77680549049166,33.77680549049166,33.77680549049166,156.38907949999842,156.38907949999842,156.38907949999842,0.0,0.0,0.0,531.4087111721348
1989-02-13,345.82932399274813,-3422.0889827867954,4649.862285584661,345.82932399274813,345.82932399274813,221.3527503882807,221.3527503882807,221.3527503882807,54.88796756595043,54.88796756595043,54.88796756595043,166.46478282233025,166.46478282233025,166.46478282233025,0.0,0.0,0.0,567.1820743810288
1989-02-14,347.35815659644925,-3597.2125551736544,4567.217751768562,347.35815659644925,347.35815659644925,230.48786407057582,230.48786407057582,230.48786407057582,61.63698013332014,61.63698013332014,61.63698013332014,168.85088393725573,168.85088393725573,168.85088393725573,0.0,0.0,0.0,577.8460206670251
1989-02-15,348.8869892001504,-4019.3120763740963,4631.18858341885,348.8869892001504,348.8869892001504,220.2970725834249,220.2970725834249,220.2970725834249,49.97022283111082,49.97022283111082,49.97022283111082,170.32684975231408,170.32684975231408,170.32684975231408,0.0,0.0,0.0,569.1840617835753
1989-02-16,350.41582180385154,-3662.437062793601,4707.56428738286,350.41582180385154,350.41582180385154,243.69915444912516,243.69915444912516,243.69915444912516,73.04491321796691,73.04491321796691,73.04491321796691,170.65424123115827,170.65424123115827,170.65424123115827,0.0,0.0,0.0,594.1149762529767
1989-02-17,351.94465440755266,-3759.0758445645283,4562.635117444617,351.94465440755266,351.94465440755266,203.38941554232244,203.38941554232244,203.38941554232244,33.776805490378095,33.776805490378095,33.776805490378095,169.6126100519443,169.6126100519443,169.6126100519443,0.0,0.0,0.0,555.3340699498751
1989-02-20,356.53115221865613,-3670.0470966965595,4492.52686525082,356.53115221865613,356.53115221865613,211.3252724251309,211.3252724251309,211.3252724251309,54.88796756624142,54.88796756624142,54.88796756624142,156.43730485888946,156.43730485888946,156.43730485888946,0.0,0.0,0.0,567.856424643787
1989-02-21,358.05998482235725,-3821.6759049494613,4974.081832206543,358.05998482235725,358.05998482235725,209.871059719475,209.871059719475,209.871059719475,61.636980133153344,61.636980133153344,61.636980133153344,148.23407958632166,148.23407958632166,148.23407958632166,0.0,0.0,0.0,567.9310445418323
1989-02-22,359.5888174260584,-3578.0915468359435,4450.079822267349,359.5888174260584,359.5888174260584,187.95124217575105,187.95124217575105,187.95124217575105,49.97022283134054,49.97022283134054,49.97022283134054,137.9810193444105,137.9810193444105,137.9810193444105,0.0,0.0,0.0,547.5400596018095
1989-02-23,361.1176500297596,-3599.1960639867607,4885.293905319845,361.1176500297596,361.1176500297596,198.6932690758361,198.6932690758361,198.6932690758361,73.04491321774623,73.04491321774623,73.04491321774623,125.64835585808984,125.64835585808984,125.64835585808984,0.0,0.0,0.0,559.8109191055958
1989-02-24,362.6464826334607,-3474.2473828046677,4761.833404853949,362.6464826334607,362.6464826334607,145.02270232973916,145.02270232973916,145.02270232973916,33.776805490803866,33.776805490803866,33.776805490803866,111.24589683893528,111.24589683893528,111.24589683893528,0.0,0.0,0.0,507.6691849631999
1989-02-25,364.17531523716184,-3677.687643044712,4734.80952815876,364.17531523716184,364.17531523716184,131.82172954475263,131.82172954475263,131.82172954475263,36.998472217006565,36.998472217006565,36.998472217006565,94.82325732774605,94.82325732774605,94.82325732774605,0.0,0.0,0.0,495.9970447819145
1989-02-28,368.76181304826525,-3671.6781686162417,4818.255073279343,368.76181304826525,368.76181304826525,96.14753669237781,96.14753669237781,96.14753669237781,61.63698013328732,61.63698013328732,61.63698013328732,34.5105565590905,34.5105565590905,34.5105565590905,0.0,0.0,0.0,464.90934974064305
1989-03-01,370.29064565196643,-3670.812741335874,4562.398980800142,370.29064565196643,370.29064565196643,61.23446439197061,61.23446439197061,61.23446439197061,49.970222831101545,49.970222831101545,49.970222831101545,11.264241560869072,11.264241560869072,11.264241560869072,0.0,0.0,0.0,431.52511004393705
1989-03-02,371.8194782556676,-3570.0741264548396,4704.642685402182,371.8194782556676,371.8194782556676,59.842372654528084,59.842372654528084,59.842372654528084,73.04491321788292,73.04491321788292,73.04491321788292,-13.202540563354841,-13.202540563354841,-13.202540563354841,0.0,0.0,0.0,431.6618509101957
1989-03-03,373.3483108593687,-4137.011784424417,4525.824635610726,373.3483108593687,373.3483108593687,-4.861611598633778,-4.861611598633778,-4.861611598633778,33.77680549065668,33.77680549065668,33.77680549065668,-38.63841708929045,-38.63841708929045,-38.63841708929045,0.0,0.0,0.0,368.48669926073495
1989-03-07,379.4636412741733,-4177.193094782898,4372.4782217659495,379.4636412741733,379.4636412741733,-82.76203812127606,-82.76203812127606,-82.76203812127606,61.63698013342943,61.63698013342943,61.63698013342943,-144.3990182547055,-144.3990182547055,-144.3990182547055,0.0,0.0,0.0,296.70160315289723
1989-03-08,380.99247387787443,-3787.8237218609042,4742.706946108215,380.99247387787443,380.99247387787443,-120.36380276503047,-120.36380276503047,-120.36380276503047,49.97022283133126,49.97022283133126,49.97022283133126,-170.33402559636173,-170.33402559636173,-170.33402559636173,0.0,0.0,0.0,260.62867111284396
1989-03-09,382.5213064815756,-3842.127215057923,4442.646287751924,382.5213064815756,382.5213064815756,-122.41151653929398,-122.41151653929398,-122.41151653929398,73.0449132177573,73.0449132177573,73.0449132177573,-195.45642975705127,-195.45642975705127,-195.45642975705127,0.0,0.0,0.0,260.1097899422816
1989-03-10,384.0501390852767,-4167.032248042668,4710.075808071568,384.0501390852767,384.0501390852767,-185.69562614746349,-185.69562614746349,-185.69562614746349,33.77680549081278,33.77680549081278,33.77680549081278,-219.47243163827628,-219.47243163827628,-219.47243163827628,0.0,0.0,0.0,198.35451293781324
1989-03-13,388.6366368963802,-4208.877878552022,4342.517704002911,388.6366368963802,388.6366368963802,-227.30518556169588,-227.30518556169588,-227.30518556169588,54.88796756621458,54.88796756621458,54.88796756621458,-282.1931531279105,-282.1931531279105,-282.1931531279105,0.0,0.0,0.0,161.33145133468432
1989-03-14,390.1654695000813,-3895.1197857421835,4227.243719891207,390.1654695000813,390.1654695000813,-237.57194218241227,-237.57194218241227,-237.57194218241227,61.63698013294563,61.63698013294563,61.63698013294563,-299.2089223153579,-299.2089223153579,-299.2089223153579,0.0,0.0,0.0,152.59352731766904
1989-03-15,391.6943021037825,-3786.762949445706,4223.7913034797575,391.6943021037825,391.6943021037825,-263.9885315319908,-263.9885315319908,-263.9885315319908,49.97022283118673,49.97022283118673,49.97022283118673,-313.9587543631775,-313.9587543631775,-313.9587543631775,0.0,0.0,0.0,127.70577057179167
1989-03-16,393.2231347074836,-3969.2817775104036,4406.687447917878,393.2231347074836,393.2231347074836,-253.25455458829902,-253.25455458829902,-253.25455458829902,73.04491321789398,73.04491321789398,73.04491321789398,-326.299467806193,-326.299467806193,-326.299467806193,0.0,0.0,0.0,139.9685801191846
1989-03-17,394.7519673111848,-4222.793756292834,4280.136730393051,394.7519673111848,394.7519673111848,-302.3471021318497,-302.3471021318497,-302.3471021318497,33.7768054906992,33.7768054906992,33.7768054906992,-336.12390762254887,-336.12390762254887,-336.12390762254887,0.0,0.0,0.0,92.4048651793351
1989-03-20,399.3384651222882,-4101.701499003553,4472.247159530176,399.3384651222882,399.3384651222882,-295.10817230227013,-295.10817230227013,-295.10817230227013,54.887967566308504,54.887967566308504,54.887967566308504,-349.99613986857867,-349.99613986857867,-349.99613986857867,0.0,0.0,0.0,104.23029282001806
1989-03-21,400.8672977259894,-4165.797921274829,3986.635039367413,400.8672977259894,400.8672977259894,-287.8075346066388,-287.8075346066388,-287.8075346066388,61.63698013308775,61.63698013308775,61.63698013308775,-349.4445147397265,-349.4445147397265,-349.4445147397265,0.0,0.0,0.0,113.05976311935058
1989-03-23,403.9249629333916,-4119.512201497613,4176.238156639461,403.9249629333916,403.9249629333916,-267.97254229537816,-267.97254229537816,-267.97254229537816,73.04491321803066,73.04491321803066,73.04491321803066,-341.01745551340883,-341.01745551340883,-341.01745551340883,0.0,0.0,0.0,135.95242063801345
1989-03-27,410.0402933481962,-3772.088685438236,4641.138827367939,410.0402933481962,410.0402933481962,-244.40276492137548,-244.40276492137548,-244.40276492137548,54.88796756609376,54.88796756609376,54.88796756609376,-299.2907324874692,-299.2907324874692,-299.2907324874692,0.0,0.0,0.0,165.63752842682072
1989-03-28,411.5691259518974,-4156.859218789085,4175.657843157418,411.5691259518974,411.5691259518974,-223.28591807264155,-223.28591807264155,-223.28591807264155,61.63698013292095,61.63698013292095,61.63698013292095,-284.9228982055625,-284.9228982055625,-284.9228982055625,0.0,0.0,0.0,188.28320787925583
1989-03-29,413.0979585555985,-4046.661879823769,4348.0752008498475,413.0979585555985,413.0979585555985,-219.52279506998119,-219.52279506998119,-219.52279506998119,49.97022283127191,49.97022283127191,49.97022283127191,-269.4930179012531,-269.4930179012531,-269.4930179012531,0.0,0.0,0.0,193.5751634856173
1989-03-30,414.6267911592996,-4051.18294122646,4290.198521802618,414.6267911592996,414.6267911592996,-180.2368841648893,-180.2368841648893,-180.2368841648893,73.04491321790502,73.04491321790502,73.04491321790502,-253.2817973827943,-253.2817973827943,-253.2817973827943,0.0,0.0,0.0,234.38990699441032
1989-03-31,416.1556237630008,-3695.893122939113,4178.6987332020635,416.1556237630008,416.1556237630008,-202.80013481231381,-202.80013481231381,-202.80013481231381,33.77680549074172,33.77680549074172,33.77680549074172,-236.57694030305552,-236.57694030305552,-236.57694030305552,0.0,0.0,0.0,213.35548895068698
1989-04-03,420.7421215741042,-3775.0250448652787,4416.878301774308,420.7421215741042,420.7421215741042,-131.5009679780702,-131.5009679780702,-131.5009679780702,54.88796756593486,54.88796756593486,54.88796756593486,-186.38893554400505,-186.38893554400505,-186.38893554400505,0.0,0.0,0.0,289.241153596034
1989-04-04,422.2709541778054,-3988.9081856815124,4534.288668616268,422.2709541778054,422.2709541778054,-108.9342248983746,-108.9342248983746,-108.9342248983746,61.63698013306306,61.63698013306306,61.63698013306306,-170.57120503143767,-170.57120503143767,-170.57120503143767,0.0,0.0,0.0,313.33672927943076
1989-04-05,423.79978678150655,-3767.032876495356,4164.870528506937,423.79978678150655,423.79978678150655,-105.67923865371615,-105.67923865371615,-105.67923865371615,49.9702228310329,49.9702228310329,49.9702228310329,-155.64946148474905,-155.64946148474905,-155.64946148474905,0.0,0.0,0.0,318.1205481277904
1989-04-07,426.8574519889088,-3839.515527856505,4465.487428740644,426.8574519889088,426.8574519889088,-95.6532903539279,-95.6532903539279,-95.6532903539279,33.776805490594505,33.776805490594505,33.776805490594505,-129.4300958445224,-129.4300958445224,-129.4300958445224,0.0,0.0,0.0,331.2041616349809
1989-04-10,431.44394980001226,-3689.091227289397,4552.088009044563,431.44394980001226,431.44394980001226,-47.16653310587433,-47.16653310587433,-47.16653310587433,54.88796756602883,54.88796756602883,54.88796756602883,-102.05450067190316,-102.05450067190316,-102.05450067190316,0.0,0.0,0.0,384.2774166941379
1989-04-11,432.9727824037134,-4003.0622696544237,4520.489699451164,432.9727824037134,432.9727824037134,-35.059445118580875,-35.059445118580875,-35.059445118580875,61.63698013320518,61.63698013320518,61.63698013320518,-96.69642525178605,-96.69642525178605,-96.69642525178605,0.0,0.0,0.0,397.9133372851325
1989-04-12,434.50161500741456,-3888.8788553901727,4544.0496924339395,434.50161500741456,434.50161500741456,-43.4049198860696,-43.4049198860696,-43.4049198860696,49.97022283163687,49.97022283163687,49.97022283163687,-93.37514271770647,-93.37514271770647,-93.37514271770647,0.0,0.0,0.0,391.09669512134496
1989-04-13,436.0304476111157,-3753.25039133161,4588.836622736656,436.0304476111157,436.0304476111157,-19.089747815959875,-19.089747815959875,-19.089747815959875,73.04491321782105,73.04491321782105,73.04491321782105,-92.13466103378092,-92.13466103378092,-92.13466103378092,0.0,0.0,0.0,416.9406997951558
